title,price,link,description,description_pp
Canon EOS 1300d,220,/s-anzeige/canon-eos-1300d/2939387996-245-1190,"Canon EOS 1300d  Verkauft wird eine Canon EOS 1300d in einem sehr guten Zustand. Inklusive Objektiv 18 55mm, Ladekabel und Kameratasche.OVP vorhanden, gerne anschauen und ausprobieren nur Abholung!Da Privatverkauf keine Haftung oder Rücknahme!",canon eos 1300d verkauft canon eos 1300d gut zustand inklusive objektiv 18 55 mm ladekabel kameratasche ovp vorhanden gerne anschauen ausprobieren abholung privatverkauf haftung rücknahme
Spiegelreflexkamera. Canon EOS 1100D,220,/s-anzeige/spiegelreflexkamera-canon-eos-1100d/2939270476-245-3035,"Spiegelreflexkamera. Canon EOS 1100D  Biete hier eine sehr gute Canon EOS 1100D Spiegelreflexkamera an. Die Kamera wurde sehr selten benutzt, und ist daher wie Neu. Mit dabei ist das Canon Objektiv 18 55 sowie das Sigma Objektiv 70 300, sowie eine Fototasche, ein Ladegerät und die Originalbeschreibung. Die Kamera macht wirklich super Fotos und ist grad für ""Einsteiger"" bestens geeignet. Ein ideales Weihnachtsgeschenk !!!!Der Preis ist verhandelbar, für realistische Preisvorschläge bin ich offen ! Ö Privatverkauf. Da es sich um einen privaten Verkauf handelt, ist ein Umtausch und eine Rückerstattung ausgeschlossen. Der Verkauf erfolgt unter Ausschluss jeglicher Sachmangelhaftung",spiegelreflexkamera canon eos 1100d biete canon eos 1100d spiegelreflexkamera kamera selten benutzen neu canon objektiv 18 55 sigma objektiv 70 300 fototasche ladegerät originalbeschreibung kamera sup foto grad einsteiger bestens geeignet ideal weihnachtsgeschenk preis verhandelbar realistisch preisvorschlag ö privatverkauf privat verkauf handeln umtausch rückerstattung ausschließen verkauf erfolgen ausschluss jeglicher sachmangelhaftung
Canon EOS 2000D mit Objektiv E-FS 18-55mm,220,/s-anzeige/canon-eos-2000d-mit-objektiv-e-fs-18-55mm/2939417471-245-4350,"Canon EOS 2000D mit Objektiv E-FS 18-55mm  Perfekter Kamera für den Hobby Fotograf als Einstiegsmodel. 1A Zustand mit Original Verpackung sowie zusätzlich eine Ersatzbatterie und Kameragurt dazu. Nur Abholung, kein Versand! Privatverkauf, keine Rücknahme, keine Garantie.",canon eos 2000d objektiv e fs 18 55 mm perfekter kamera hobby fotograf einstiegsmodel 1a zustand original verpackung zusätzlich ersatzbatterie kameragurt abholung versand privatverkauf rücknahme garantie
Canon EOS 60D. Spiegelreflexkamera mit Zubehör,250,/s-anzeige/canon-eos-60d-spiegelreflexkamera-mit-zubehoer/2939375452-245-877,"Canon EOS 60D. Spiegelreflexkamera mit Zubehör  Trenne mich von meiner Kamera An liebe volle Hände abzugeben Canon EOS 60D mit originale Canon Tasche Objektiv Body usw Rückgabe Umtausch ausgeschlossen Kann gerne ausprobiert werden Funktioniert einwandfrei Das Objektiv ist perfekt für Portrait Fotos Menschen, Tiere, Produkte und Gegenstände. 16 GB Speicherkarte ist dabei Es kann direkt los fotografiert werden. Alles ist dabei,Nur Abholung möglich, da gerne vor Ort getestet werden kann",canon eos 60d spiegelreflexkamera zubehör trenne kamera lieben voll hand abzugeben canon eos 60d original canon tasche objektiv body usw rückgabe umtausch ausschließen gerne ausprobieren funktioniert einwandfrei objektiv perfekt portrait foto mensch tier produkt gegenstand 16 gb speicherkart direkt fotografieren abholung gerne ort testen
Canon EOS 2000D,250,/s-anzeige/canon-eos-2000d/2939364985-245-3144,"Canon EOS 2000D  Ich verkaufe die Spiegelreflexkamera Canon EOS 2000D EF S 18 55 IS IIDie Kamera wurde sehr selten genutzt und soll daher verkauft werden. Sie ist in einem einwandfreien Zustand und funktioniert ohne Probleme.Folgende Produkte sind enthalten: KameraWeitwinkel ObjektivAkku und LadegerätAnleitungOVPVerschluss für Kamera und ObjektivSpezifikation der Kamera: 24,1 Megapixel 7,5 cm (3 Zoll) LCD Display Videoaufnahmen in Full HD WiFiVersand möglich. Für weitere Infos gerne schreibenEs handelt sich um einen Privatverkauf, daher ist keine Gewährleistung möglich.",canon eos 2000d verkauf spiegelreflexkamera canon eos 2000d ef s 18 55 is iidie kamera selten nutzen verkaufen einwandfreei zustand funktionieren problem folgend produkt enthalt kameraweitwinkel objektivakku ladegerätanleitungovpverschluss kamera objektivspezifikation kamera 24.1 megapixel 7.5 cm 3 zoll lcd display videoaufnahma full hd wifiversand infos gerne schreibenes handeln privatverkauf gewährleistung
Canon eos 1100d,250,/s-anzeige/canon-eos-1100d/2939302648-245-1510,"Canon eos 1100d  Ich biete hiermit meine Canon EOS 1100 D Spiegelreflexkamera zum Verkauf an durch den Wechsel auf Sony. Die Kamera hat mich zwei Jahre lang begleitet und einige schöne Bilder sind dabei rausgekommen. Mit dabei ist das 18 55 Kit Objektiv und ein Canon 75 300 objektiv, 2 Akkus , Ladegerät , Kabel für den pc und eine Kamera und eine objektivtasche.",canon eo 1100d bieten hiermit canon eos 1100 d spiegelreflexkamera verkauf wechsel sony kamera begleiten schön bild rausgekommen 18 55 kit objektiv canon 75 300 objektiv 2 akkus ladegerät kabel pc kamera objektivtasch
Canon EOS 1200D mit Objektiv und Zubehör,265,/s-anzeige/canon-eos-1200d-mit-objektiv-und-zubehoer/2939476603-245-2170,"Canon EOS 1200D mit Objektiv und Zubehör  Biete sehr gut erhaltene und wenig genutzte Kamera Canon EOS 1200D mit Objektiv Canon 18 55 mm und weiterem Zubehör. Mit dabei:Canon EOS 1200DObjektiv Canon 18 55 mmObjektivabdeckungKameraabdeckungTragegurt CanonUV FilterLadegerät für Akku mit NetzteilAkkuBedienungsanleitung2xCD(Software)Kameratasche von CanonFunktioniert alles Bestens und hat keine Kratzer oder Sonstiges.Ich hätte auch noch andere Objektive zu verkaufen.Kann gerne abgeholt werden Versand auch möglich ,versichert für 7 €",canon eos 1200d objektiv zubehör bieten erhalten genutzt kamera canon eos 1200d objektiv canon 18 55 mm weiterem zubehör canon eos 1200dobjektiv canon 18 55 mmobjektivabdeckungkameraabdeckungtragegurt canonuv filterladegerät akku netzteilakkubedienungsanleitung2xcd software kameratasche canonfunktioniert besten kratzer sonstiges objektive verkaufen gerne abholen versand versichern 7 €
Canon EOS 1100 D + Objektive + 2ter Akku,280,/s-anzeige/canon-eos-1100-d-objektive-2ter-akku/2939343777-245-9513,"Canon EOS 1100 D + Objektive + 2ter Akku  Verkaufe hier meine Canon EOS 1100D.Der Artikel ist technisch in einem einwandfreiem Zustand. Hat altersbedingt natürlich leichte Gebrauchs Spuren.Zu der Kamera gibt es noch folgendes dazu:1x EFS 18 55mm 0,25m Objektiv 1x Zoom Lena EF 75 300mm 1,5m 1x Fischeye Konverter macro +12,5 2x Akku 1x USB LadestationDie Ware wird unter Ausschluss jeglicher Gewährleistung verkauft.",canon eos 1100 d + objektive + 2ter akku verkaufe canon eos 1100d der artikel technisch einwandfrei zustand altersbedingen leicht gebrauch spur kamera folgend dazu:1x efs 18 55 mm 0.25 m objektiv 1x zoom lena ef 75 300 mm 1.5 m 1x fischeye konverter macro +12.5 2x akku 1x usb ladestationdie ware ausschluss jeglicher gewährleistung verkaufen
Canon EOS 2000D mit EF-S 18-55mm IS II + zwei Akkus,280,/s-anzeige/canon-eos-2000d-mit-ef-s-18-55mm-is-ii-zwei-akkus/2939173607-245-948,"Canon EOS 2000D mit EF-S 18-55mm IS II + zwei Akkus  Die Canon EOS 2000D ist eine benutzerfreundliche DSLR Kamera, die mit ihrem geringen Gewicht perfekt in der Hand liegt. Dank des integrierten Wi Fi Moduls lassen sich Fotos bequem aus der Ferne steuern und direkt auf Ihr Smartphone oder in den Cloud Speicher übertragen.Für vielseitige Einsatzmöglichkeiten verfügt die Kamera über folgende Anschlüsse: USB, HDMI und einen Mikrofoneingang für hochwertige Videoaufnahmen. Die Aufnahmen können auf Speicherkarten wie SD, SDHC oder SDXC gespeichert werden.Weitere Highlights: 	•	Videoaufnahmen in Full HD für unvergessliche Momente 	•	Robustes, schwarzes Kunststoffgehäuse 	•	Leistungsstarker Lithium Ionen AkkuIm Lieferumfang ist das Objektiv EF S 18 55 mm f/3,5 5,6 IS II enthalten, ideal für den Einstieg in die Fotografie. Perfekt für Hobbyfotografen und Einsteiger!",canon eos 2000d ef s 18 55 mm is ii + akkus canon eos 2000d benutzerfreundlich dslr kamera gering gewicht perfekt hand liegen integriert wi fi moduls lassen foto bequem ferne steuern direkt smartphone cloud speicher übertragen vielseitig einsatzmöglichkeit verfügen kamera folgend anschlüsse usb hdmi mikrofoneingang hochwertig videoaufnahma aufnahme speicherkart sd sdhc sdxc speichern highlight videoaufnahma full hd unvergesslich moment robust schwarz kunststoffgehäuse leistungsstarker lithium ione akkuim lieferumfang objektiv ef s 18 55 mm f 3.5 5.6 is ii enthalten ideal einstieg fotografie perfekt hobbyfotografen einsteiger
Canon EOS 600D mit div. Zubehör mit OVP,280,/s-anzeige/canon-eos-600d-mit-div-zubehoer-mit-ovp/2939494678-245-8921,Canon EOS 600D mit div. Zubehör mit OVP  Zu verkaufen ist diese Digitale Spiegelreflexkamera Mit OVPoptischer Zustand: gut > sehr gut Technischer Zustand: sehr gutMit dabei: Standard Objektiv: EF S 18 135mm Makroobjektiv: EF S 24mm Fernauslöser Gegenlichtblende 32GB SD Karte Kameratasche Mini Stativ Original LadenetzteilBei Interesse kann von allen Bestandteilen Reale Bilder zur Verfügung gestellt werden. Dafür einfach kurz meldenAngebote sind willkommenBei sonstigen Fragen einfach melden,canon eos 600d div zubehör ovp verkaufen digitale spiegelreflexkamera ovpoptischer zustand > technischer zustand gutmit standard objektiv ef s 18 135 mm makroobjektiv ef s 24 mm fernauslöser gegenlichtblende 32 gb sd karte kameratasche mini stativ original ladenetzteilbei interesse bestandteil real bild verfügung stellen einfach meldenangebote willkommenbei sonstig frage einfach melden
CANON EOS 2000D Kit Spiegelreflexkamera. 24.1 Megapixel. 18-55 mm,300,/s-anzeige/canon-eos-2000d-kit-spiegelreflexkamera-24-1-megapixel-18-55-mm/2939466771-245-7433,"CANON EOS 2000D Kit Spiegelreflexkamera. 24.1 Megapixel. 18-55 mm  CANON EOS 2000D Kit Spiegelreflexkamera, 24,1 Megapixel, 18 55 mm Objektiv (EF S, IS II), WLAN, Schwarz, Neuwertig mit 2 Akkus Kratz und Schadenfrei",canon eos 2000d kit spiegelreflexkamera 24.1 megapixel 18 55 mm canon eos 2000d kit spiegelreflexkamera 24.1 megapixel 18 55 mm objektiv ef s is ii wlan schwarz neuwertig 2 akkus kratz schadenfrei
Canon EOS 77D 24.2 MP Digitalkamera - Schwarz Nur der Body,300,/s-anzeige/canon-eos-77d-24-2-mp-digitalkamera-schwarz-nur-der-body/2939432806-245-1450,"Canon EOS 77D 24.2 MP Digitalkamera - Schwarz Nur der Body  Verkaufe hier meinenCanon EOS 77D 24.2MP DigitalkameraSchwarz Body wird aber ohne Speicherkarte verkauftohne Akkuder Tragegurt ist dabeiKeine Pixelfehler oder Risse im Display oder im GehäuseZustand bitte den Bildern entnehmen. Wegen der Gesetzesbestimmungen erfolgt der Verkauf unter Ausschluss jeglicher Gewährleistung, Garantie und Rücknahme. Da es sich um einen Privatverkauf handelt kann ich keine Garantie nach neuem EU Recht übernehmen.Der Käufer erklärt sich damit einverstanden und erkennt dies mit seinem Kauf an! Laut dem neuen EU Recht muss dieser Zusatz unter jeden Online Verkauf stehen, ansonsten haftet der Verkäufer auch als Privatperson ein ganzes Jahr für die verkaufte Ware!Als Zahlungsart wird nur Bar bei Abholung oder Banküberweisung akzeptiert!Paypal als Freunde ist auch okWer damit nicht einverstanden ist, bitte ich die jenige Person mich nicht zu kontaktieren. Dafür bedanke ich mich.",canon eos 77d 24.2 mp digitalkamera schwarz body verkaufe meinencanon eos 77d 24.2mp digitalkameraschwarz body speicherkart verkauftohne akkud tragegurt dabeikeine pixelfehler riß display gehäusezustand bitte bild entnehm gesetzesbestimmung erfolgen verkauf ausschluss jeglicher gewährleistung garantie rücknahme privatverkauf handeln garantie neu eu übernehmen käufer erklären einverstanden erkennen kauf laut eu zusatz online verkauf stehen ansonsten haften verkäufer privatperson verkauft ware zahlungsart bar abholung banküberweisung akzeptieren paypal freund okwer einverstanden bitte jenig person kontaktieren bedanken
Canon EOS 250D Spiegelreflexkamera,300,/s-anzeige/canon-eos-250d-spiegelreflexkamera/2939271361-245-7700,"Canon EOS 250D Spiegelreflexkamera  Neu, nicht benutzte Kamera mit Speicherkarte. Gekauft im Juni bei Otto Onlineshop. Fotografieren einfach nicht meins. Verkaufe für halben Preis, kein weitere VB. Nur Abholung möglich, kein Versand.",canon eos 250d spiegelreflexkamera neu benutzt kamera speicherkarte gekauft juni otto onlineshop fotografieren einfach mein verkauf halb preis vb abholung versand
"Canon EOS 2000D """" Als Weihnachtsgeschenk """"",310,/s-anzeige/canon-eos-2000d-als-weihnachtsgeschenk-/2939285515-245-2721,"Canon EOS 2000D """" Als Weihnachtsgeschenk """"  Canon EOS 2000D EF S 18 55 II KIT. keine Gebrauchsspuren, keine Kratzer. Wenn mehr Bilder benötigt werden oder fragen bestehen bitte schreiben. Da es sich hierbei um einen privaten Verkauf handelt, schließe ich jede Art der Gewährleistung und auch die Rücknahme aus.",canon eos 2000d weihnachtsgeschenk canon eos 2000d ef s 18 55 ii kit gebrauchsspure kratzer bild benötigen frage bestehen bitte schreiben hierbei privat verkauf handeln schließen art gewährleistung rücknahme
Canon EOS 70D Kit set 18-135mm,329,/s-anzeige/canon-eos-70d-kit-set-18-135mm/2939448960-245-7478,Canon EOS 70D Kit set 18-135mm  Verkaufe meine Canon EOS 70D im Set mit der 18 135mm Telebrennweite Ladegerät OVP Zwei Akkus Zustand sehr gut ! Bilder folgen.,canon eos 70d kit setn 18 135 mm verkaufe canon eos 70d set 18 135 mm telebrennweite ladegerät ovp akkus zustand bild folgen
Canon EOS 4000D mit EF-S 18-55 und Sigma 18-200 mm 1:3.5 - 6.3,350,/s-anzeige/canon-eos-4000d-mit-ef-s-18-55-und-sigma-18-200-mm-1-3-5-6-3/2939453162-245-6985,"Canon EOS 4000D mit EF-S 18-55 und Sigma 18-200 mm 1:3.5 - 6.3  Canon EOS 4000D mit EF S 18 55 und Sigma 18 200 mm 1:3.5 6.3, ladeset und zwei SD Karten. Maximal 5000 Bilder.",canon eos 4000d ef s 18 55 sigma 18 200 mm 1:3.5 6.3 canon eos 4000d ef s 18 55 sigma 18 200 mm 1:3.5 6.3 ladeset sd karte maximal 5000 bild
Canon EOS 2000 D,360,/s-anzeige/canon-eos-2000-d/2939443856-245-6611,Canon EOS 2000 D  Ich verkaufe hier meine Canon EOS 2000D mit Tasche und 2 Akkus.,canon eos 2000 d verkauf canon eos 2000d tasche 2 akkus
Canon EOS 600D Komplettset – Perfekt für Einsteiger und Fortgesch,375,/s-anzeige/canon-eos-600d-komplettset-perfekt-fuer-einsteiger-und-fortgesch/2933311206-245-1353,"Canon EOS 600D Komplettset – Perfekt für Einsteiger und Fortgesch  Canon EOS 600D Komplettset – Perfekt für Einsteiger und Fortgeschrittene Zum Verkauf steht ein umfangreiches Kameraset, ideal für alle, die in die Fotografie einsteigen oder ihre Ausrüstung erweitern möchten. Dieses Set deckt alle Bereiche der Fotografie ab – von Portraitüber Landschaftsbis hin zur Tierfotografie. Alles ist gepflegt und in gutem Zustand. Im Set enthalten: Canon EOS 600D mit Originalverpackung – perfekte Kamera für hochwertige Fotos und Videos Canon EF 50mm 1:1.8 II – ideal für Portraitfotografie mit beeindruckendem Bokeh Canon EFS 18 55mm mit UV Filter – vielseitiges Objektiv für den Alltag Canon Zoom Lens EF 75 300mm 1:4 5.6 mit Hama UV 390 C Filter – für Tierund Sportfotografie Lowepro Flipside 300 Kamerarucksack – selten genutzt, bietet sicheren und bequemen Transport Zwei Akkus mit Ladegerät – für lange Einsätze Phottix Batteriegriff – für besseren Halt und längere Aufnahmedauer Canon Speedlite 430EX II Aufsteckblitz – mit Tasche und Standfuß, perfekt für kreative Beleuchtung Kleine Kameratasche von Igadgitz – ideal für unterwegs Victiv NT70 Stativ – in Originalverpackung mit Tragetasche, für stabile AufnahmenAm liebsten wäre mir eine Abholung, kann aber auch gerne versendet werden.",canon eos 600d komplettset perfekt einsteiger fortgesch canon eos 600d komplettset perfekt einsteiger fortgeschrittene verkauf stehen umfangreich kameraset ideal fotografie einsteigen ausrüstung erweitern möchten set decken bereich fotografie portraitüber landschaftsbis tierfotografie pflegen gut zustand set enthalten canon eos 600d originalverpackung perfekt kamera hochwertig foto video canon ef 50 mm 1:1.8 ii ideal portraitfotografie beeindruckend bokeh canon efs 18 55 mm uv filter vielseitig objektiv alltag canon zoom lens ef 75 300 mm 1:4 5.6 hama uv 390 c filter tierund sportfotografie lowepro flipside 300 kamerarucksack selten nutzen bieten sicher bequem transport akkus ladegerät einsatz phottix batteriegriff gut halt lang aufnahmedauer canon speedlite 430ex ii aufsteckblitz tasche standfuß perfekt kreativ beleuchtung kameratasche igadgitz ideal unterwegs victiv nt70 stativ originalverpackung tragetasche stabil aufnahmenam lieb abholung gerne versenden
Canon EOS 2000D mit Kit-Objektiv 18-55mm + Zubehör,380,/s-anzeige/canon-eos-2000d-mit-kit-objektiv-18-55mm-zubehoer/2939403625-245-1754,"Canon EOS 2000D mit Kit-Objektiv 18-55mm + Zubehör  Canon EOS 2000D mit Kit Objektiv 18 55mm + Zubehör für MakrofotografieIch verkaufe meine Canon EOS 2000D DSLR Kamera mit Kit Objektiv 18 55mm und umfangreichem Zubehör. Die Kamera wurde kaum benutzt, war nur als Ersatzkamera im Einsatz und funktioniert einwandfrei.Lieferumfang:	•	Canon EOS 2000D Kamera 	•	Kit Objektiv 18 55mm 	•	4 Akkus (für lange Einsätze) 	•	2 Ladegeräte (eins mit USB Anschluss für gleichzeitiges Laden von 2 Akkus) 	•	3 Distanzringe in verschiedenen Größen für beeindruckende MakrofotografieDie Kamera ist in einem sehr guten Zustand und ideal für Einsteiger sowie fortgeschrittene Fotografen. Mit den Distanzringen lassen sich tolle Nahaufnahmen realisieren.Privatverkauf, daher keine Garantie oder Rücknahme.Alles funktioniert einwandfrei! Meldet euch bei Interesse oder Fragen!",canon eos 2000d kit objektiv 18 55 mm + zubehör canon eos 2000d kit objektiv 18 55 mm + zubehör makrofotografieich verkauf canon eos 2000d dslr kamera kit objektiv 18 55 mm umfangreich zubehör kamera benutzen ersatzkamera einsatz funktionieren einwandfrei lieferumfang canon eos 2000d kamera kit objektiv 18 55 mm 4 akkus einsatz 2 ladegerat einer usb anschluss gleichzeitig laden 2 akkus 3 distanzringe verschieden größe beeindruckend makrofotografiedie kamera gut zustand ideal einsteiger fortgeschritten fotograf distanzringe lassen toll nahaufnahme realisieren privatverkauf garantie rücknahme funktionieren einwandfrei meldet interesse frage
Canon EOS 2000D Travel kit,380,/s-anzeige/canon-eos-2000d-travel-kit/2939382963-245-5850,"Canon EOS 2000D Travel kit  Wir haben die Kamera bei einem Fotowettbewerb gewonnen (Fotogehgrafie Pfaffenhofen 2024), haben aber leider keine Verwendung dafür. Das Set kostet neu 470€. Es beinhaltet die Kamera mit Objektiv, Speicherkarte, Kameratasche, Tragegurt, Ladekabel und Akku. Das Set ist komplett neu und unbenutzt und wurde lediglich für die Fotos ausgepackt. Für Fragen oder faire Angebote gerne melden.",canon eos 2000d travel keen kamera fotowettbewerb gewinnen fotogehgrafi pfaffenhofen 2024 verwendung set kosten neu 470€ beinhalten kamera objektiv speicherkarte kameratasche tragegurt ladekabel akku set komplett neu unbenutzt lediglich foto ausgepacken frage fair angebot gerne melden
Canon EOS 5D Mark II + BG - E6 Batteriegriff Kamera Spiegelreflex,390,/s-anzeige/canon-eos-5d-mark-ii-bg-e6-batteriegriff-kamera-spiegelreflex/2939489135-245-3449,"Canon EOS 5D Mark II + BG - E6 Batteriegriff Kamera Spiegelreflex  Canon EOS 5D Mark II + BG E6 Di.21, 1 MP + GebrauchsanweisungKamerbody plus Batteriegriff mit Platz für 2 Batterien (1 Batterie wäre inklusive).Ich habe sie im Dezember 2015 in bestem Gebraucht Zustand in Hamburg bei IPS Fotohandel gekauft. Rechnung wäre vorhanden.Ich habe die Kamera in den letzten Jahren immer wieder gerne für Landschaftsfotografien genutzt. Äußerlich zeigt sie ein paar normale Gebrauchsspuren (siehe Fotos), funktional / technisch ist alles einwandfrei. Ich habe sie regelmäßig im Fotofachhandel checken und warten lassen. Das Display hat zum Schutz eine Glasplatte aufgesetzt. Diese hat leider Risse bekommen. Das darunterlegende Display funktioniert aber einwandfrei, keinerlei Beschädigungen oder Beeinträchtigungen. Es lässt sich auch alles super erkennen.Aktueller Shutter Count 79430 Auslösungen (Januar 2022), daher ist hier noch einiges drin. Laut Hersteller ist die Kamera für mindestens 150.000 Auslösungen ausgelegt.Da ich auf ein anderes Modell umgeschwungen bin, verkaufe ich sie nun.Sie kann gerne angeschaut und ausprobiert werden. Meldet Euch gerne.",canon eos 5d mark ii + bg e6 batteriegriff kamera spiegelreflex canon eos 5d mark ii + bg e6 di 21 1 mp + gebrauchsanweisungkamerbody plus batteriegriff platz 2 batterie 1 batterie inklusive) ich dezember 2015 bestem gebraucht zustand hamburg ips fotohandel kaufen rechnung vorhanden kamera letzen gerne landschaftsfotografie nutzen äußerlich zeigen paar normal gebrauchsspurum sehen foto funktional technisch einwandfrei regelmäßig fotofachhandel checke warten lassen display schutz glasplatte aufgesetzt riß bekommen darunterlegend display funktionieren einwandfrei keinerlei beschädigung beeinträchtigung lässt super erkenn aktueller shutter count 79430 auslösung januar 2022 laut hersteller kamera mindestens 150.000 auslösung auslegen anderer modell umgeschwung verkaufen gerne anschauen ausprobieren meldet gerne
Canon EOS 60D DSLR Kamera Set – Mit 50mm Festbrennweite. 18-55mm,399,/s-anzeige/canon-eos-60d-dslr-kamera-set-mit-50mm-festbrennweite-18-55mm/2939192144-245-1646,"Canon EOS 60D DSLR Kamera Set – Mit 50mm Festbrennweite. 18-55mm  Zum Verkauf steht meine Canon EOS 60D DSLR Kamera im Set, ideal für ambitionierte Hobbyfotografen, die in die Welt der digitalen Fotografie eintauchen oder ihre Skills weiterentwickeln möchten. Ich habe mit dieser Kamera fotografieren gelernt und finde sie immer noch sehr gut dafür.Die Kamera funktioniert einwandfrei und wurde stets pfleglich behandelt. Sie hat 23.832 Auslösungen und zeigt keine anderen funktionalen Mängel. Der einzige Schönheitsfehler ist ein Schaden am Blitz aufgrund eines Sturzes, der jedoch die restlichen Funktionen der Kamera nicht beeinträchtigt. Der Blitz funktioniert trotzdem. Lediglich das Plastikglas hat einen Riss und ist etwas abgesplittert.Im Lieferumfang enthalten:• Canon EOS 60D Kamera (mit 23.832 Auslösungen) mit Tragriemen • Canon 50mm f/1.8 Objektiv (Festbrennweite, perfekt für Portraits und Low Light Fotografie) mit Hülle • Canon 18 55mm Kit Objektiv (ideal für Allround Fotografie) • Ladegerät Original Canon • Zusatzakku von Hama (für längere Fotosessions) • Hama Fernauslöser (für präzise Aufnahmen ohne Erschütterung) • Ayex Fernauslöser (weitere Option für Fernaufnahmen mit Reihenaufnahme) • Kurzes USB Kabel (für Datenübertragung)Warum die Canon EOS 60D für dich perfekt ist: • Manuelle Steuerung: Nutze den manuellen oder halbautomatischen Modus, um deine fotografischen Fähigkeiten weiter auszubauen. • Hervorragende Bildqualität: Der APS C Sensor liefert gestochen scharfe Bilder, ideal für kreative Fotografie. • Vielseitigkeit: Mit den beiden Objektiven im Set deckst du einen breiten Bereich von 50mm (ideal für Portraits) bis 18mm (für Landschaften, Alltagsszenen) ab. • Erweiterbarkeit: Perfekt geeignet für den Einstieg in die Welt der Spiegelreflexkameras, aber auch für ambitionierte Fotografen, die sich weiterentwickeln möchten.Technische Details:• Kamera Typ: DSLR (Spiegelreflex) • Megapixel: 18 MP • Bildschirm: 3 Zoll LCD • Bildstabilisator: Bei bestimmten Objektiven verfügbar • Funktionen: Full HD Videoaufnahme, Wi Fi (über Zubehör), manueller Modus • Zustand: Gebraucht, mit kleinen Gebrauchsspuren am Blitz (funktioniert trotzdem, klappt manchmal nicht aus, manuell aber möglich), aber technisch einwandfrei.Die Kamera wurde immer sorgfältig gepflegt und eignet sich ideal für den Einstieg in die professionelle Fotografie oder als Ergänzung zu einer bestehenden Ausrüstung. Der Blitzschaden hat keinerlei Einfluss auf die Bildqualität, sodass du die Kamera ohne Einschränkungen nutzen kannst.Preis: 399 Euro VB (Verhandlungsbasis)Versand: • Versichert per DHL • Selbstabholung in Schloss HolteStukenbrock möglichFalls du Fragen hast oder weitere Fotos wünschst, melde dich gerne bei mir!",canon eos 60d dslr kamera set 50 mm festbrennweite 18 55 mm verkauf stehen canon eos 60d dslr kamera set ideal ambitioniert hobbyfotografe welt digital fotografie eintauch skill weiterentwickeln möchten kamera fotografieren lernen find kamera funktionieren einwandfrei stets pfleglich behandeln 23.832 auslösung zeigen funktionalen mangel einzig schönheitsfehler schaden blitz aufgrund sturz restlich funktion kamera beeinträchtigen blitz funktionieren lediglich plastikglas riss abgesplittern lieferumfang enthalten:• canon eos 60d kamera 23.832 auslösung tragriemen canon 50 mm f 1.8 objektiv festbrennweite perfekt portrait low light fotografie hülle canon 18 55 mm kit objektiv ideal allround fotografie ladegerät original canon zusatzakku hama lang fotosession hama fernauslöser präzise aufnahme erschütterung ayex fernauslöser option fernaufnahm reihenaufnahme kurzes usb kabel datenübertragung canon eos 60d perfekt manuelle steuerung nutze manuell halbautomatisch modus fotografisch fähigkeit ausbauen hervorragende bildqualität aps c sensor liefern gestochen scharf bild ideal kreativ fotografie vielseitigkeit objektive set deckst breit bereich 50 mm ideal portrait 18 mm landschaft alltagsszene erweiterbarkeit perfekt eignen einstieg welt spiegelreflexkameras ambitioniert fotograf weiterentwickeln möchten technisch details:• kamera typ dslr spiegelreflex megapixel 18 mp bildschirm 3 zoll lcd bildstabilisator bestimmt objektive verfügbar funktion full hd videoaufnahme wi fi zubehör manueller modus zustand gebraucht gebrauchsspur blitz funktionieren klappen manchmal manuell technisch einwandfrei kamera sorgfältig pflegen eignen ideal einstieg professionell fotografie ergänzung bestehend ausrüstung blitzschade keinerlei einfluss bildqualität sodass kamera einschränkung nutzen preis 399 euro vb verhandlungsbasis versand versichert per dhl selbstabholung schloss holtestukenbrock möglichfall frage foto wünschst melde gerne
Spiegelreflex Canon EOS 200D + Kit EF-S 18-55 + Rode VideoMic Pro,400,/s-anzeige/spiegelreflex-canon-eos-200d-kit-ef-s-18-55-rode-videomic-pro/2939434890-245-5853,"Spiegelreflex Canon EOS 200D + Kit EF-S 18-55 + Rode VideoMic Pro  Es handelt sich hierbei um:Canon EOS 200D Spiegelreflex Kamera mit Objektiv Kit EF S 18 55 IS STM inkl. Originalverpackung Original Ladegerät für den Akku inkl. Original Kameragurt inkl. Kameratasche inkl. Rode VideoMic Pro inkl.Das VideoMic Pro ist quasi neuwertig, es wurde nur einmal für eine Aufnahme im Inneren verwendet, das ganze hat ca. 4h gedauert.Die Kamera ist in einem sehr guten Zustand und wurde ebenfalls für zwei Videoaufnahmen im Innenbereich verwendet, sowie für zwei Videoaufnahmen im Außenbereich.Falls Sie Fragen haben sollten, können Sie sich gerne melden!Der Verkauf erfolgt unter Ausschluss jeglicher Sachmangelhaftung & ohne Rücknahme.",spiegelreflex canon eos 200d + kit ef s 18 55 + rode videomic pro handeln hierbei canon eos 200d spiegelreflex kamera objektiv kit ef s 18 55 is stm inkl originalverpackung original ladegerät akku inkl original kameragurt inkl kameratasche inkl rode videomic pro inkl videomic pro quasi neuwertig aufnahme innere verwenden ca 4h dauern kamera gut zustand ebenfalls videoaufnahma innenbereich verwenden videoaufnahm außenbereich falls frage gerne melden verkauf erfolgen ausschluss jeglicher sachmangelhaftung rücknahme
